accident_id,city,state,latitude,longitude,hour,lanes,traffic_signal,visibility,temperature,traffic_density,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,is_festival,month,year,cause_drunk driving,cause_overspeeding,cause_poor road,cause_weather,weather_fog,weather_rain,road_type_rural,road_type_urban,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday
11667,Hyderabad,Telangana,17.253652,78.445934,12,2,1,2,27,0,1,2,1,0,None,0.1,0,3,2024,False,False,False,False,False,False,True,False,False,False,False,False,False,True
11668,Delhi,Delhi,28.681442,76.926812,21,1,0,2,23,1,2,3,3,0,None,0.3,0,7,2023,False,False,False,False,False,False,True,False,True,False,False,False,False,False
11669,Bangalore,Karnataka,12.931612,77.57096,19,4,0,0,22,1,0,4,0,1,None,0.6,0,8,2023,False,False,True,False,False,True,True,False,True,False,False,False,False,False
11670,Hyderabad,Telangana,17.446907,78.31509,15,6,0,2,32,2,0,2,1,0,None,0.3,0,1,2024,False,False,True,False,False,False,True,False,False,False,False,True,False,False
11671,Chandigarh,Punjab,30.641679,76.716433,7,1,1,1,34,1,2,2,2,0,None,0.45,0,5,2023,False,False,False,False,False,True,True,False,False,False,False,False,False,False
11672,Chandigarh,Punjab,30.632331,76.786104,12,6,0,0,29,1,1,5,4,0,None,0.45,0,2,2022,False,True,False,False,False,True,False,True,False,True,False,False,False,False
11673,Chandigarh,Punjab,30.789327,76.877235,8,4,0,0,39,1,2,5,5,1,None,0.8,0,10,2023,False,True,False,False,True,False,True,False,False,False,False,False,False,True
11674,Delhi,Delhi,28.749938,76.924248,4,3,1,2,31,0,1,4,1,0,None,0.1,0,4,2022,False,False,False,False,False,False,True,False,False,False,False,False,False,True
11675,Delhi,Delhi,28.658626,76.923645,8,2,1,2,37,2,2,5,5,1,None,0.65,0,5,2022,True,False,False,False,False,False,False,True,False,False,False,True,False,False
11676,Chandigarh,Punjab,30.629209,76.788026,15,6,1,2,15,2,0,1,1,0,None,0.3,0,1,2023,True,False,False,False,False,False,True,False,False,False,True,False,False,False
11677,Hyderabad,Telangana,17.417318,78.204425,1,6,1,2,34,0,0,3,2,0,None,0.1,0,4,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11678,Pune,Maharashtra,18.452696,73.764536,4,6,1,1,39,2,2,1,1,0,None,0.65,0,4,2023,False,True,False,False,False,True,False,True,False,False,False,False,False,True
11679,Delhi,Delhi,28.812278,77.277912,11,6,1,2,23,2,0,3,3,0,None,0.3,0,3,2025,True,False,False,False,False,False,True,False,False,False,True,False,False,False
11680,Pune,Maharashtra,18.405575,73.924466,22,1,1,0,36,0,2,5,5,0,None,0.65,0,6,2023,False,False,False,True,True,False,False,True,False,False,False,True,False,False
11681,Chennai,Tamil Nadu,13.096508,80.207408,3,5,1,0,18,2,2,3,3,0,None,0.85,0,3,2024,True,False,False,False,True,False,False,True,False,False,False,False,False,True
11682,Mumbai,Maharashtra,18.878571,72.860749,6,6,1,0,39,0,0,1,0,0,None,0.45,0,12,2024,False,True,False,False,True,False,True,False,False,False,False,True,False,False
11683,Kolkata,West Bengal,22.653453,88.361636,2,2,0,1,40,0,1,3,2,0,None,0.25,0,11,2023,False,False,False,True,False,True,True,False,True,False,False,False,False,False
11684,Delhi,Delhi,28.657746,77.068416,5,1,1,2,37,2,0,2,0,0,None,0.3,0,4,2022,False,False,False,False,False,False,False,False,False,False,False,False,False,True
11685,Pune,Maharashtra,18.486064,73.956635,19,1,0,1,34,2,0,4,3,1,None,0.6,0,10,2023,True,False,False,False,False,True,True,False,False,False,False,False,False,False
11686,Delhi,Delhi,28.450263,76.884931,3,1,1,1,39,0,1,1,0,0,None,0.25,0,8,2023,False,False,False,False,False,True,False,True,True,False,False,False,False,False
11687,Mumbai,Maharashtra,19.126542,72.725249,1,4,0,0,21,0,0,2,1,0,None,0.45,0,1,2023,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11688,Chandigarh,Punjab,30.768324,76.717966,13,5,1,2,40,0,1,3,3,0,None,0.1,0,12,2022,False,False,False,False,False,False,False,True,False,True,False,False,False,False
11689,Delhi,Delhi,28.568191,77.175441,6,3,0,1,15,2,0,3,3,0,None,0.45,0,4,2024,False,False,False,False,False,True,False,True,False,False,True,False,False,False
11690,Mumbai,Maharashtra,19.129212,72.706458,0,6,1,1,31,0,0,2,0,0,None,0.25,0,7,2022,True,False,False,False,False,True,False,True,True,False,False,False,False,False
11691,Kolkata,West Bengal,22.655533,88.454491,3,5,0,2,25,0,0,1,1,0,None,0.1,0,3,2024,True,False,False,False,False,False,False,True,False,False,False,False,False,False
11692,Mumbai,Maharashtra,19.24215,72.722819,7,3,0,2,36,0,0,3,2,0,None,0.1,0,2,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11693,Delhi,Delhi,28.731508,76.980487,15,2,0,0,22,0,1,2,0,0,Holi,0.55,1,3,2023,False,False,True,False,True,False,True,False,False,False,False,False,False,True
11694,Bangalore,Karnataka,13.11885,77.574426,20,6,1,2,25,0,0,5,3,0,None,0.1,0,3,2025,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11695,Pune,Maharashtra,18.687012,73.829306,17,6,0,1,37,2,1,1,1,1,None,0.6,0,12,2023,False,False,False,True,False,True,True,False,False,True,False,False,False,False
11696,Chennai,Tamil Nadu,12.912536,80.284007,9,5,0,1,27,2,2,3,3,1,None,0.8,0,3,2024,False,True,False,False,False,True,False,True,False,False,True,False,False,False
11697,Delhi,Delhi,28.649059,76.826861,22,5,0,0,38,2,1,5,4,0,None,0.65,0,6,2022,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11698,Pune,Maharashtra,18.541194,73.978571,1,6,0,2,33,0,0,3,2,0,None,0.1,0,7,2023,False,False,True,False,False,False,False,True,False,False,True,False,False,False
11699,Mumbai,Maharashtra,18.832194,72.776905,8,5,1,0,32,0,0,4,0,1,None,0.6,0,10,2022,False,False,False,True,True,False,False,False,False,False,True,False,False,False
11700,Delhi,Delhi,28.670227,77.194146,17,5,0,1,24,2,2,1,1,1,None,0.8,0,3,2023,False,True,False,False,False,True,False,True,False,False,True,False,False,False
11701,Chandigarh,Punjab,30.668999,76.842003,12,2,0,0,39,2,0,3,1,0,None,0.65,0,4,2025,False,False,False,True,True,False,False,False,False,False,False,False,True,False
11702,Delhi,Delhi,28.540593,77.276362,20,3,1,0,38,0,1,1,1,0,None,0.45,0,12,2022,False,False,True,False,False,True,False,True,False,False,True,False,False,False
11703,Pune,Maharashtra,18.513908,73.884967,1,1,1,2,31,2,0,1,1,0,None,0.3,0,11,2024,False,False,False,True,False,False,False,True,True,False,False,False,False,False
11704,Bangalore,Karnataka,13.076811,77.746183,10,2,0,2,29,1,0,3,3,1,None,0.25,0,2,2025,False,False,True,False,False,False,True,False,False,True,False,False,False,False
11705,Chennai,Tamil Nadu,13.069225,80.101232,17,5,0,1,24,2,0,3,3,1,None,0.6,0,1,2024,False,False,True,False,False,True,False,False,False,False,False,False,False,False
11706,Hyderabad,Telangana,17.596159,78.588225,22,6,1,2,19,0,1,3,2,0,None,0.1,0,5,2024,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11707,Delhi,Delhi,28.646598,77.053104,17,1,0,0,31,1,1,2,2,1,None,0.6,0,11,2023,False,False,False,False,False,True,True,False,False,False,True,False,False,False
11708,Kolkata,West Bengal,22.487631,88.274711,21,2,1,2,30,2,1,2,1,0,None,0.3,0,12,2022,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11709,Mumbai,Maharashtra,18.936906,72.906286,17,3,0,1,16,2,0,2,2,1,None,0.6,0,4,2022,False,False,False,False,False,True,False,True,False,False,False,False,False,True
11710,Delhi,Delhi,28.830534,77.29965,11,2,0,0,35,2,2,4,4,0,None,0.85,0,1,2025,False,False,False,True,False,True,False,False,False,False,False,True,False,False
11711,Chandigarh,Punjab,30.758418,76.811382,20,4,1,0,32,0,2,5,5,0,None,0.65,0,4,2024,False,False,False,True,True,False,False,False,False,False,False,True,False,False
11712,Pune,Maharashtra,18.492676,73.842879,16,2,1,0,35,1,2,3,3,0,None,0.65,0,2,2025,False,False,True,False,True,False,True,False,False,False,False,True,False,False
11713,Bangalore,Karnataka,12.974907,77.475993,13,2,0,2,20,0,0,1,0,0,None,0.1,0,1,2025,True,False,False,False,False,False,True,False,False,False,False,True,False,False
11714,Bangalore,Karnataka,13.048501,77.741877,15,4,1,1,29,0,0,4,1,0,None,0.25,0,10,2022,False,True,False,False,False,True,False,True,False,False,False,False,True,False
11715,Kolkata,West Bengal,22.683878,88.408887,9,4,0,0,20,1,1,4,0,1,None,0.6,0,1,2022,False,True,False,False,True,False,False,False,False,False,False,True,False,False
11716,Kolkata,West Bengal,22.494199,88.375306,13,4,1,0,34,2,1,5,5,0,None,0.65,0,4,2025,False,True,False,False,True,False,False,False,False,False,False,False,True,False
11717,Mumbai,Maharashtra,19.204686,72.731328,2,3,0,0,16,0,0,2,1,0,None,0.45,0,10,2024,False,True,False,False,True,False,False,True,True,False,False,False,False,False
11718,Kolkata,West Bengal,22.496096,88.442507,17,4,0,1,24,2,2,4,4,1,None,0.8,0,12,2023,False,True,False,False,False,True,False,True,False,True,False,False,False,False
11719,Bangalore,Karnataka,13.052472,77.520586,17,5,0,1,37,2,1,3,1,1,None,0.6,0,7,2023,False,False,True,False,False,True,False,False,False,False,False,True,False,False
11720,Chandigarh,Punjab,30.735805,76.831458,6,5,0,1,32,1,1,5,0,0,None,0.25,0,7,2023,False,False,False,False,False,True,False,False,False,False,False,False,True,False
11721,Bangalore,Karnataka,13.15298,77.642051,18,4,1,0,37,0,0,2,0,1,None,0.6,0,10,2024,False,True,False,False,False,True,False,False,False,True,False,False,False,False
11722,Kolkata,West Bengal,22.484626,88.411747,1,5,0,2,31,0,2,4,4,0,None,0.3,0,7,2024,False,True,False,False,False,False,True,False,False,False,False,False,False,True
11723,Bangalore,Karnataka,12.9517,77.429999,8,5,1,1,18,2,0,2,2,1,None,0.6,0,9,2024,False,True,False,False,False,True,False,True,False,False,False,True,False,False
11724,Chennai,Tamil Nadu,12.860898,80.239094,13,5,0,0,33,1,0,1,1,0,None,0.45,0,1,2022,False,False,True,False,False,True,False,False,False,False,False,False,False,False
11725,Hyderabad,Telangana,17.393773,78.59587,19,4,1,2,29,0,0,4,1,1,None,0.25,0,2,2025,True,False,False,False,False,False,True,False,False,True,False,False,False,False
11726,Bangalore,Karnataka,12.868042,77.596814,0,2,1,0,30,0,1,2,2,0,None,0.45,0,11,2024,False,False,False,True,False,True,False,True,False,False,False,False,True,False
11727,Delhi,Delhi,28.805365,77.243862,3,3,1,1,29,0,0,5,2,0,None,0.25,0,8,2022,False,False,True,False,False,True,True,False,False,True,False,False,False,False
11728,Kolkata,West Bengal,22.427416,88.398497,4,5,0,0,35,0,0,4,1,0,None,0.45,0,10,2022,True,False,False,False,True,False,False,False,False,False,True,False,False,False
11729,Chandigarh,Punjab,30.782667,76.746808,8,5,0,0,30,1,0,3,1,1,None,0.6,0,10,2024,True,False,False,False,True,False,False,True,False,False,False,False,True,False
11730,Pune,Maharashtra,18.658304,73.928104,6,2,0,2,15,0,0,3,2,0,None,0.1,0,5,2022,False,False,True,False,False,False,False,False,False,True,False,False,False,False
11731,Pune,Maharashtra,18.666525,73.808026,10,3,1,0,30,2,2,2,2,1,None,1.0,0,8,2024,False,False,False,True,False,True,True,False,False,False,False,False,False,False
11732,Mumbai,Maharashtra,19.048745,72.867349,7,3,0,1,34,2,0,4,0,0,None,0.45,0,5,2023,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11733,Mumbai,Maharashtra,19.249171,72.88792,6,2,0,1,24,0,0,2,0,0,None,0.25,0,1,2023,True,False,False,False,False,True,True,False,False,False,False,False,False,True
11734,Delhi,Delhi,28.802118,77.235306,18,5,0,2,24,1,1,1,1,1,None,0.25,0,8,2023,False,False,True,False,False,False,True,False,False,False,False,True,False,False
11735,Kolkata,West Bengal,22.625155,88.386538,18,2,0,2,39,2,0,5,0,1,None,0.45,0,6,2023,False,False,False,True,False,False,False,False,False,False,False,False,False,True
11736,Bangalore,Karnataka,13.156346,77.560654,21,4,0,0,26,2,1,1,1,0,None,0.65,0,9,2022,False,False,False,False,True,False,False,True,False,False,False,False,True,False
11737,Chandigarh,Punjab,30.760536,76.862115,23,2,1,0,38,2,0,2,0,0,None,0.65,0,4,2024,False,False,False,False,True,False,False,True,False,False,False,False,False,True
11738,Chandigarh,Punjab,30.783758,76.888949,10,3,0,1,27,1,1,3,0,1,None,0.4,0,1,2023,True,False,False,False,False,True,False,True,True,False,False,False,False,False
11739,Chennai,Tamil Nadu,12.906085,80.111298,16,6,0,2,17,1,2,5,5,0,None,0.3,0,2,2023,True,False,False,False,False,False,True,False,False,False,False,False,False,True
11740,Chennai,Tamil Nadu,12.936493,80.172994,10,5,1,0,15,2,1,5,3,1,None,0.8,0,5,2022,False,False,False,True,True,False,False,False,False,False,False,True,False,False
11741,Kolkata,West Bengal,22.631163,88.351918,22,2,0,2,26,0,0,4,2,0,None,0.1,0,12,2022,False,True,False,False,False,False,False,True,False,True,False,False,False,False
11742,Chennai,Tamil Nadu,13.170302,80.116578,8,4,1,2,35,0,1,2,2,1,None,0.25,0,11,2023,False,False,False,False,False,False,True,False,False,True,False,False,False,False
11743,Hyderabad,Telangana,17.484848,78.244378,18,3,1,2,38,2,0,4,3,1,None,0.45,0,7,2022,True,False,False,False,False,False,False,False,False,False,False,True,False,False
11744,Kolkata,West Bengal,22.400074,88.248199,18,1,0,1,21,2,1,4,2,1,None,0.6,0,5,2022,False,False,False,False,False,True,False,True,False,False,False,False,False,True
11745,Pune,Maharashtra,18.63251,73.957889,15,1,1,2,37,1,0,5,5,0,None,0.1,0,2,2025,False,False,True,False,False,False,False,False,False,False,False,True,False,False
11746,Chandigarh,Punjab,30.60363,76.715971,11,3,0,0,28,1,1,1,1,0,None,0.45,0,3,2023,True,False,False,False,False,True,False,True,False,False,False,False,False,False
11747,Kolkata,West Bengal,22.614709,88.312921,3,5,0,2,16,0,0,1,1,0,None,0.1,0,12,2024,False,False,False,True,False,False,False,False,True,False,False,False,False,False
11748,Chandigarh,Punjab,30.683902,76.888171,11,4,1,0,23,1,0,2,2,0,None,0.45,0,8,2024,False,True,False,False,True,False,False,True,False,False,False,True,False,False
11749,Bangalore,Karnataka,12.801219,77.650838,20,6,1,2,29,0,1,5,3,0,None,0.1,0,9,2023,True,False,False,False,False,False,False,False,False,False,False,False,False,True
11750,Mumbai,Maharashtra,19.037548,72.809427,13,3,1,0,19,2,0,4,4,0,None,0.65,0,8,2022,False,False,True,False,False,True,False,True,False,False,False,False,True,False
11751,Kolkata,West Bengal,22.539392,88.410927,3,1,1,0,21,0,2,5,5,0,None,0.65,0,7,2022,False,False,True,False,False,True,False,True,False,False,False,False,False,True
11752,Delhi,Delhi,28.753409,76.894831,7,2,1,0,40,1,2,3,3,0,None,0.65,0,5,2022,False,True,False,False,True,False,False,True,False,False,False,False,True,False
11753,Delhi,Delhi,28.423322,77.188071,20,5,1,2,19,0,0,1,1,0,None,0.1,0,5,2022,False,True,False,False,False,False,False,False,False,True,False,False,False,False
11754,Kolkata,West Bengal,22.417474,88.378086,23,1,1,0,24,0,0,3,0,0,None,0.45,0,8,2024,False,False,False,True,True,False,False,True,False,True,False,False,False,False
11755,Chennai,Tamil Nadu,12.991049,80.105406,2,2,1,0,26,0,0,5,4,0,None,0.45,0,9,2024,False,False,True,False,False,True,False,False,False,True,False,False,False,False
11756,Mumbai,Maharashtra,18.843729,72.724352,0,6,1,1,17,2,0,3,2,0,None,0.45,0,8,2024,False,False,True,False,False,True,True,False,False,False,False,True,False,False
11757,Pune,Maharashtra,18.491073,73.834262,1,4,0,1,36,1,0,1,0,0,None,0.25,0,5,2023,False,True,False,False,False,True,False,True,False,False,False,False,True,False
11758,Bangalore,Karnataka,13.125759,77.673273,17,1,1,0,39,1,2,2,2,1,None,0.8,0,3,2023,False,True,False,False,True,False,False,False,False,False,False,True,False,False
11759,Bangalore,Karnataka,13.086025,77.706152,7,5,1,2,17,1,0,5,0,0,None,0.1,0,11,2022,False,True,False,False,False,False,False,False,False,False,False,False,False,True
11760,Hyderabad,Telangana,17.372801,78.573207,22,6,1,0,32,0,0,1,1,0,None,0.45,0,2,2022,False,True,False,False,True,False,False,False,True,False,False,False,False,False
11761,Pune,Maharashtra,18.52231,73.983711,19,1,0,0,39,1,0,3,2,1,None,0.6,0,9,2023,False,False,True,False,True,False,True,False,False,False,False,False,False,False
11762,Delhi,Delhi,28.579736,76.931551,8,4,0,2,31,1,1,2,2,1,None,0.25,0,4,2024,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11763,Bangalore,Karnataka,12.997912,77.659385,16,2,1,1,40,1,2,5,5,0,None,0.45,0,5,2022,False,False,False,False,False,True,False,False,False,False,False,False,False,False
11764,Bangalore,Karnataka,12.83213,77.451302,2,6,1,0,35,0,0,4,2,0,None,0.45,0,9,2023,False,False,True,False,True,False,False,True,True,False,False,False,False,False
11765,Chandigarh,Punjab,30.794752,76.888,8,1,0,0,15,1,0,4,1,1,None,0.6,0,7,2024,False,True,False,False,True,False,True,False,False,True,False,False,False,False
11766,Chandigarh,Punjab,30.747319,76.847292,18,1,0,2,27,2,0,1,0,1,None,0.45,0,6,2024,True,False,False,False,False,False,True,False,False,True,False,False,False,False
11767,Chennai,Tamil Nadu,13.121199,80.281447,11,6,0,2,18,0,2,2,2,0,None,0.3,0,2,2022,True,False,False,False,False,False,False,True,False,False,False,True,False,False
11768,Pune,Maharashtra,18.575036,73.941851,16,4,0,2,25,0,0,2,1,0,None,0.1,0,10,2022,False,False,False,False,False,False,False,False,False,True,False,False,False,False
11769,Mumbai,Maharashtra,19.251459,72.894035,1,4,0,0,40,0,1,1,1,0,None,0.45,0,8,2022,False,False,False,True,True,False,True,False,False,False,False,False,False,True
11770,Hyderabad,Telangana,17.358446,78.456738,0,2,0,2,21,0,0,4,1,0,None,0.1,0,4,2023,False,True,False,False,False,False,False,False,False,False,True,False,False,False
11771,Hyderabad,Telangana,17.417809,78.544333,6,2,0,2,37,0,0,2,1,0,None,0.1,0,3,2024,False,False,False,False,False,False,True,False,False,False,False,True,False,False
11772,Bangalore,Karnataka,13.167075,77.66637,1,2,0,2,27,0,2,3,3,0,None,0.3,0,11,2024,True,False,False,False,False,False,False,True,False,False,True,False,False,False
11773,Hyderabad,Telangana,17.325433,78.331114,23,2,0,0,16,1,2,5,5,0,None,0.65,0,9,2023,False,True,False,False,True,False,False,True,False,False,False,True,False,False
11774,Chennai,Tamil Nadu,12.986162,80.178485,2,3,1,1,35,1,0,3,3,0,None,0.25,0,3,2022,True,False,False,False,False,True,False,False,False,False,False,True,False,False
11775,Pune,Maharashtra,18.641052,73.84382,15,5,0,2,40,1,0,3,2,0,None,0.1,0,4,2024,False,False,False,False,False,False,True,False,False,False,True,False,False,False
11776,Kolkata,West Bengal,22.447674,88.218616,7,3,0,0,19,1,1,3,0,0,None,0.45,0,8,2022,False,True,False,False,True,False,False,False,True,False,False,False,False,False
11777,Kolkata,West Bengal,22.587474,88.321518,22,5,0,1,29,2,0,4,2,0,None,0.45,0,3,2024,False,False,False,True,False,True,False,False,False,False,True,False,False,False
11778,Kolkata,West Bengal,22.440739,88.431813,14,6,1,2,37,1,2,4,4,0,None,0.3,0,3,2023,False,False,True,False,False,False,True,False,False,False,False,False,False,True
11779,Pune,Maharashtra,18.420388,73.964919,23,2,1,0,15,2,1,1,0,0,None,0.65,0,5,2023,True,False,False,False,True,False,True,False,False,False,False,True,False,False
11780,Chandigarh,Punjab,30.732037,76.707536,7,6,1,0,40,1,1,5,4,0,None,0.45,0,11,2024,False,True,False,False,False,True,False,False,False,False,True,False,False,False
11781,Chandigarh,Punjab,30.744344,76.86196,7,2,0,1,19,1,0,2,2,0,None,0.25,0,12,2023,False,False,True,False,False,True,True,False,False,False,False,False,True,False
11782,Pune,Maharashtra,18.57165,73.859942,23,6,0,1,21,1,1,5,5,0,None,0.25,0,6,2024,False,False,False,False,False,True,True,False,False,False,False,False,True,False
11783,Mumbai,Maharashtra,19.18846,72.802874,9,4,1,0,24,2,1,4,2,1,None,0.8,0,4,2024,False,False,False,True,True,False,False,False,False,False,False,False,False,False
11784,Mumbai,Maharashtra,18.957442,72.926152,23,3,1,2,33,0,1,1,1,0,None,0.1,0,11,2023,False,False,True,False,False,False,False,False,True,False,False,False,False,False
11785,Mumbai,Maharashtra,18.849608,72.902304,6,6,1,2,31,0,1,5,3,0,None,0.1,0,1,2024,False,False,False,True,False,False,False,False,False,False,True,False,False,False
11786,Hyderabad,Telangana,17.27662,78.333771,11,1,1,2,37,1,2,3,3,0,None,0.3,0,3,2023,False,True,False,False,False,False,False,False,True,False,False,False,False,False
11787,Kolkata,West Bengal,22.674452,88.322726,3,1,0,2,30,0,2,3,3,0,None,0.3,0,1,2024,False,False,True,False,False,False,False,False,True,False,False,False,False,False
11788,Kolkata,West Bengal,22.625305,88.409657,19,4,1,0,23,1,0,1,1,1,None,0.6,0,12,2023,False,False,True,False,False,True,False,False,False,False,True,False,False,False
11789,Hyderabad,Telangana,17.599273,78.373455,14,1,0,0,23,0,0,2,1,0,None,0.45,0,1,2024,False,False,False,True,True,False,True,False,False,False,False,True,False,False
11790,Delhi,Delhi,28.794917,77.153699,17,2,0,2,35,2,0,5,3,1,None,0.45,0,7,2024,False,False,False,True,False,False,False,False,False,False,False,False,True,False
11791,Mumbai,Maharashtra,18.957032,72.726379,23,3,0,2,21,2,1,3,1,0,None,0.3,0,6,2022,False,False,True,False,False,False,False,False,False,False,False,True,False,False
11792,Mumbai,Maharashtra,18.811717,72.826977,13,5,1,2,34,2,2,3,3,0,None,0.5,0,4,2024,False,False,False,True,False,False,False,True,False,True,False,False,False,False
11793,Chandigarh,Punjab,30.73066,76.790335,16,5,1,2,29,2,0,4,3,0,None,0.3,0,12,2023,False,False,True,False,False,False,False,False,False,False,False,True,False,False
11794,Bangalore,Karnataka,12.870429,77.489551,8,2,1,0,24,2,0,1,1,1,None,0.8,0,9,2023,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11795,Chennai,Tamil Nadu,13.167224,80.108893,21,2,0,0,39,1,2,3,3,0,None,0.65,0,7,2022,False,False,True,False,True,False,True,False,False,False,False,False,True,False
11796,Pune,Maharashtra,18.490268,73.959471,12,4,0,0,40,0,1,2,1,0,None,0.45,0,7,2022,False,True,False,False,True,False,False,True,False,True,False,False,False,False
11797,Chandigarh,Punjab,30.690602,76.78709,13,4,0,2,28,2,0,1,1,0,None,0.3,0,8,2024,False,False,True,False,False,False,False,True,False,False,False,False,False,False
11798,Hyderabad,Telangana,17.222618,78.26185,17,5,1,0,31,2,1,1,0,1,None,0.8,0,4,2025,False,False,False,False,True,False,True,False,True,False,False,False,False,False
11799,Chennai,Tamil Nadu,13.035917,80.126592,21,3,0,1,27,2,0,2,0,0,None,0.45,0,8,2024,False,True,False,False,False,True,False,False,False,True,False,False,False,False
11800,Chennai,Tamil Nadu,13.083858,80.249679,22,5,0,2,17,0,0,3,1,0,None,0.1,0,5,2024,False,True,False,False,False,False,True,False,False,False,True,False,False,False
11801,Chandigarh,Punjab,30.615947,76.701417,20,5,0,0,32,0,1,2,0,0,None,0.45,0,9,2022,False,False,False,False,False,True,True,False,False,True,False,False,False,False
11802,Hyderabad,Telangana,17.330713,78.579708,3,6,1,2,33,0,0,3,1,0,None,0.1,0,2,2022,False,False,False,True,False,False,False,True,False,False,False,False,True,False
11803,Mumbai,Maharashtra,19.052943,72.969263,19,4,1,0,17,2,0,2,1,1,None,0.8,0,1,2024,False,False,False,True,True,False,False,True,False,False,False,False,False,False
11804,Chandigarh,Punjab,30.77919,76.759309,22,3,0,1,21,0,0,4,1,0,None,0.25,0,3,2025,False,False,True,False,False,True,False,True,False,False,True,False,False,False
11805,Chandigarh,Punjab,30.614963,76.814523,1,1,0,0,25,2,0,5,3,0,None,0.65,0,2,2025,False,False,False,True,True,False,False,True,False,False,False,False,True,False
11806,Mumbai,Maharashtra,19.148383,72.900486,3,4,0,0,32,0,0,2,0,0,None,0.45,0,9,2023,False,False,False,True,True,False,True,False,False,False,False,False,False,False
11807,Kolkata,West Bengal,22.517366,88.309719,21,1,1,2,25,1,1,2,1,0,None,0.1,0,12,2022,True,False,False,False,False,False,True,False,False,False,True,False,False,False
11808,Kolkata,West Bengal,22.423864,88.220357,10,2,1,2,40,2,2,5,5,1,None,0.65,0,7,2024,False,True,False,False,False,False,False,True,False,False,False,False,False,True
11809,Pune,Maharashtra,18.549419,73.759588,11,6,0,0,15,1,0,4,4,0,None,0.45,0,3,2023,False,False,False,False,False,True,False,False,False,False,False,True,False,False
11810,Kolkata,West Bengal,22.632955,88.388708,6,3,1,0,26,0,1,4,4,0,None,0.45,0,9,2022,False,False,False,False,True,False,True,False,False,False,True,False,False,False
11811,Delhi,Delhi,28.756393,76.819909,8,1,0,2,38,2,0,5,5,1,None,0.45,0,4,2024,False,False,True,False,False,False,False,True,False,True,False,False,False,False
11812,Chennai,Tamil Nadu,12.922041,80.212293,14,5,0,0,30,2,0,2,1,0,None,0.65,0,9,2022,True,False,False,False,True,False,False,True,False,False,False,False,True,False
11813,Delhi,Delhi,28.789129,77.100197,18,2,1,1,19,2,0,1,0,1,None,0.6,0,12,2024,False,False,False,True,False,True,False,True,False,False,False,False,True,False
11814,Hyderabad,Telangana,17.203808,78.468835,17,5,0,2,37,1,2,5,5,1,None,0.45,0,4,2024,False,False,True,False,False,False,False,True,False,False,False,False,False,True
11815,Bangalore,Karnataka,12.896303,77.626524,21,6,0,0,16,0,0,4,3,0,None,0.45,0,10,2024,False,False,True,False,True,False,False,True,False,False,True,False,False,False
11816,Pune,Maharashtra,18.444372,73.897116,21,1,1,0,25,0,1,4,3,0,None,0.45,0,12,2023,False,False,True,False,False,True,False,True,False,False,False,False,True,False
11817,Pune,Maharashtra,18.433123,73.755531,14,2,1,0,22,1,2,1,1,0,None,0.65,0,6,2024,False,False,False,False,True,False,True,False,False,False,False,False,False,True
11818,Delhi,Delhi,28.810006,77.247569,13,1,0,2,19,2,1,4,0,0,None,0.3,0,1,2023,False,True,False,False,False,False,False,False,False,False,False,True,False,False
11819,Bangalore,Karnataka,12.8611,77.413981,18,1,1,2,19,2,0,4,4,1,None,0.45,0,5,2023,True,False,False,False,False,False,False,True,False,False,False,False,True,False
11820,Kolkata,West Bengal,22.548065,88.264566,17,5,1,0,20,1,0,3,2,1,None,0.6,0,1,2024,False,True,False,False,False,True,True,False,False,False,False,False,False,False
11821,Chandigarh,Punjab,30.772664,76.893603,3,2,0,0,17,1,0,1,1,0,None,0.45,0,3,2022,False,False,True,False,True,False,False,True,False,False,False,True,False,False
11822,Delhi,Delhi,28.430755,76.99529,12,4,0,0,25,2,1,4,1,0,None,0.65,0,5,2022,False,False,True,False,True,False,False,False,False,True,False,False,False,False
11823,Kolkata,West Bengal,22.458959,88.370726,22,5,0,0,26,0,0,5,0,0,None,0.45,0,1,2023,False,False,False,False,True,False,True,False,False,False,False,False,True,False
11824,Mumbai,Maharashtra,19.016761,72.759867,17,1,1,1,18,2,2,4,4,1,None,0.8,0,7,2022,False,False,False,True,False,True,False,True,False,False,False,False,False,True
11825,Hyderabad,Telangana,17.203825,78.434665,17,5,1,0,35,1,1,4,1,1,None,0.6,0,6,2024,False,False,True,False,True,False,False,True,False,False,False,False,True,False
11826,Pune,Maharashtra,18.403051,73.875741,13,5,0,2,23,2,2,5,5,0,None,0.5,0,6,2023,False,False,False,True,False,False,False,True,True,False,False,False,False,False
